tipo de identificación,número de identificación,número de cuenta,nombres,tipo transacción,monto transacción,tipo de producto,ciudad,fecha-hora,fecha de nacimiento,dirección del cliente,teléfono del cliente,correo del cliente,reporte centrales de riesgo,monto reporte de central de riesgo,tiempo en mora del reporte de riesgo
PAS,349696722,2227617176,Cliente572 Gómez,Compra,3902046,Cuenta corriente,Pereira,1709156379,2000-05-02,Diagonal 26 #25-35,3196675467,cliente572.365@yahoo.com,No,,
PAS,399347853,9377016043,Cliente573 Méndez,Transferencia,1222575,Cuenta corriente,Cali,1709104319,1993-03-12,Avenida 117 #74-33,3369162701,sincorreo,No,,
TI,321529169,7785375110,Cliente574 Pérez,Compra,2172047,Cuenta corriente,Pereira,2024-02-28 23:26:00,1969-08-12,Avenida 57 #39-35,3808111847,cliente574.550@gmail.com,Sí,678964,60 días
TI,917063955,2301049848,Cliente575 Méndez,Compra,4720746,Cuenta de ahorros,Medellín,1709089216,1992-05-13,Carrera 74 #25-1,3467894414,@dominio.com,Sí,579714,90 días
PAS,210954301,2961877935,Cliente576 Méndez,Transferencia,3550806,Cuenta de ahorros,Barranquilla,2024-02-28 02:55:01,1971-11-20,Diagonal 47 #85-25,3123640989,cliente576.865@mail.com,Sí,576373,30 días
CE,719493348,1409102238,Cliente577 Gómez,Transferencia,4960977,Préstamo personal,Bogotá,1709104283,1800-01-01,Diagonal 22 #32-49,3380632838,cliente577.604@outlook.com,Sí,723280,120 días
PAS,383563620,6964116926,Cliente578 Méndez,Compra,898534,Préstamo personal,Pereira,1709093653,1951-05-25,Calle 21 #33-8,3631853214,sincorreo,No,,
PAS,624462092,1373228858,Cliente579 Pérez,Compra,1513331,Cuenta de ahorros,Pereira,2024-02-28 10:47:58,2001-02-10,Diagonal 69 #26-48,3499048203,cliente579.421@mail.com,Sí,480547,90 días
CE,901257983,5043310227,Cliente580 Méndez,Compra,679048,Tarjeta de crédito,Cali,1709123314,1954-08-22,Calle 53 #13-36,3854021629,cliente580.533@gmail.com,No,,
PAS,699494626,6554492985,Cliente581 Méndez,Pago,2190375,Tarjeta de crédito,Barranquilla,1709152340,1991-11-06,Carrera 12 #42-35,3409535343,cliente581.728@yahoo.com,Sí,148182,90 días
CC,864541955,7572268987,Cliente582 Ramírez,Compra,696910,Préstamo personal,Bucaramanga,2024-02-28 21:53:07,1981-01-10,Avenida 27 #10-9,3733983020,correo@,Sí,242893,60 días
CE,811599634,7962888316,Cliente583 Gómez,Retiro,934512,Tarjeta de crédito,Pereira,2024-02-28 11:37:13,1998-11-06,Carrera 115 #43-23,3352869068,usuario@dominio,Sí,271577,30 días
PAS,625312225,2923715507,Cliente584 Méndez,Retiro,1823529,Inversión,Medellín,1709135920,2004-09-07,Avenida 85 #66-35,3311220485,@dominio.com,Sí,422757,30 días
TI,861741402,4518868188,Cliente585 Torres,Compra,3148953,Inversión,Barranquilla,2024-02-28 02:36:42,1989-05-02,Carrera 34 #14-44,3354554264,correo@.,No,,
CC,152680954,9593372992,Cliente586 Torres,Retiro,513436,Cuenta de ahorros,Bucaramanga,1709117135,1800-01-01,Carrera 30 #99-30,3814743762,correo@.,No,,
CC,997834706,9512853749,Cliente587 Gómez,Pago,2282208,Tarjeta de crédito,Bucaramanga,2024-02-28 15:49:14,1993-09-04,Diagonal 28 #37-8,3403047059,cliente587.161@gmail.com,No,,
PAS,530594319,8027756667,Cliente588 Ramírez,Pago,4766413,Préstamo personal,Bucaramanga,1709163545,1966-03-27,Calle 41 #49-8,3188492532,cliente588.402@mail.com,No,,
PAS,261672776,8165043168,Cliente589 Torres,Depósito,3089786,Préstamo personal,Pereira,1709121725,1976-05-24,Avenida 31 #33-6,3677715047,usuario@dominio,Sí,380472,60 días
CE,552955387,4156855320,Cliente590 Pérez,Compra,2551127,Inversión,Pereira,2024-02-28 21:52:41,1958-02-27,Avenida 126 #57-3,3945004840,cliente590.852@gmail.com,No,,
CE,467309113,7820338326,Cliente591 Ramírez,Transferencia,206843,Cuenta corriente,Medellín,2024-02-28 08:45:11,1954-03-19,Calle 52 #79-48,3286383691,usuario@dominio,Sí,607529,30 días
CE,930798258,1038510850,Cliente592 Méndez,Pago,3373669,Tarjeta de crédito,Pereira,2024-02-28 22:36:33,1982-03-07,Carrera 123 #88-23,3211442749,correo@,No,,
PAS,251146723,2920344612,Cliente593 Ramírez,Retiro,2719262,Cuenta corriente,Cartagena,2024-02-28 18:33:06,1800-01-01,Carrera 93 #79-28,3432874991,cliente593.610@mail.com,No,,
CE,833167008,2930313469,Cliente594 Méndez,Transferencia,4459373,Tarjeta de crédito,Pereira,2024-02-28 11:44:13,1800-01-01,Diagonal 2 #4-6,3678567486,correo@,Sí,998468,90 días
CE,651563285,1445551821,Cliente595 Torres,Pago,2223264,Cuenta corriente,Barranquilla,1709156381,1800-01-01,Calle 96 #85-40,3878367543,cliente595.235@mail.com,Sí,237515,120 días
CE,770716151,4355121362,Cliente596 Torres,Compra,4292220,Préstamo personal,Cali,2024-02-28 11:45:07,1800-01-01,Calle 112 #99-11,3817631919,@dominio.com,Sí,232349,60 días
CE,405554458,6982677127,Cliente597 Ramírez,Depósito,2160813,Cuenta de ahorros,Bucaramanga,2024-02-28 02:11:18,1965-04-20,Diagonal 130 #94-6,3159455335,@dominio.com,No,,
CE,565171453,8402814542,Cliente598 Méndez,Retiro,4304260,Inversión,Medellín,1709102692,1999-03-11,Carrera 13 #71-45,3686949582,cliente598.317@yahoo.com,Sí,575554,60 días
PAS,436572982,8514476001,Cliente599 Méndez,Compra,3355772,Tarjeta de crédito,Cali,1709132310,1956-01-11,Carrera 109 #26-48,3375381913,cliente599.108@gmail.com,Sí,872470,90 días
CC,469126268,9952570376,Cliente600 Gómez,Compra,3459127,Préstamo personal,Cartagena,2024-02-28 11:26:28,1800-01-01,Avenida 68 #65-46,3690324052,correo@,No,,
CE,347558077,1520866291,Cliente601 Méndez,Transferencia,1738798,Préstamo personal,Bucaramanga,2024-02-28 02:29:45,1800-01-01,Carrera 44 #96-23,3348563151,sincorreo,No,,
CE,612127202,6595029391,Cliente602 Pérez,Compra,2497427,Tarjeta de crédito,Barranquilla,2024-02-28 00:31:40,1800-01-01,Carrera 104 #98-5,3404758640,correo@,Sí,3583,90 días
PAS,147382779,2002772579,Cliente603 Méndez,Pago,3113357,Préstamo personal,Cali,2024-02-28 16:25:22,1967-01-13,Calle 41 #4-38,3151917187,cliente603.779@outlook.com,No,,
PAS,775377313,8169289760,Cliente604 Torres,Pago,1054059,Préstamo personal,Medellín,2024-02-28 21:00:49,1986-04-24,Carrera 84 #99-28,3610229404,usuario@dominio,Sí,361232,90 días
CE,912830169,5799828173,Cliente605 Pérez,Pago,1377780,Cuenta corriente,Cartagena,1709117249,1973-10-22,Avenida 1 #78-44,3234583364,cliente605.628@gmail.com,No,,
PAS,481439293,2402417201,Cliente606 Méndez,Compra,3033287,Tarjeta de crédito,Medellín,1709087275,1990-12-24,Carrera 67 #85-22,3112561045,@dominio.com,No,,
TI,991409695,4257929477,Cliente607 Gómez,Depósito,4083541,Inversión,Pereira,1709109992,1959-03-05,Carrera 122 #5-49,3322591793,cliente607.946@mail.com,No,,
PAS,992268698,2719341564,Cliente608 Torres,Compra,1918730,Cuenta corriente,Bucaramanga,1709135278,1980-08-18,Avenida 12 #95-4,3598018123,cliente608.106@gmail.com,Sí,872686,90 días
PAS,420825846,7377732320,Cliente609 Torres,Compra,1450807,Préstamo personal,Barranquilla,1709079569,1981-03-27,Diagonal 137 #20-35,3892768836,cliente609.443@mail.com,No,,
TI,719656481,4066212189,Cliente610 Pérez,Compra,285711,Tarjeta de crédito,Pereira,2024-02-28 02:55:21,1800-01-01,Calle 150 #78-11,3515480671,cliente610.411@outlook.com,Sí,879808,120 días
CE,588450149,5250829994,Cliente611 Pérez,Compra,3316080,Cuenta corriente,Bogotá,2024-02-28 16:32:31,1982-10-09,Calle 120 #96-48,3860077116,sincorreo,Sí,266944,60 días
CE,510519549,5736223201,Cliente612 Ramírez,Transferencia,1831721,Cuenta de ahorros,Pereira,1709129108,1978-08-26,Diagonal 32 #66-9,3839773627,cliente612.368@yahoo.com,No,,
PAS,463526496,3689925640,Cliente613 Pérez,Transferencia,3087774,Cuenta corriente,Cali,2024-02-28 04:15:18,1987-09-06,Diagonal 83 #43-4,3853373142,cliente613.941@gmail.com,Sí,794724,120 días
CE,349931250,4404409953,Cliente614 Méndez,Depósito,2372382,Cuenta corriente,Pereira,2024-02-28 00:06:39,1970-06-20,Calle 99 #72-42,3646966731,cliente614.975@outlook.com,Sí,37097,60 días
TI,648142148,6492451318,Cliente615 Torres,Retiro,2683089,Tarjeta de crédito,Medellín,1709097374,1990-07-28,Avenida 119 #10-2,3844495981,@dominio.com,No,,
TI,417231597,4930265654,Cliente616 Torres,Retiro,1803035,Tarjeta de crédito,Bogotá,2024-02-28 14:47:26,1989-11-10,Avenida 74 #37-42,3540570768,cliente616.213@mail.com,No,,
TI,141280095,6494764608,Cliente617 Gómez,Depósito,525710,Inversión,Pereira,2024-02-28 02:36:30,1800-01-01,Avenida 110 #36-29,3795206746,cliente617.119@mail.com,Sí,6362,120 días
TI,364215353,9785254154,Cliente618 Pérez,Compra,401860,Préstamo personal,Medellín,2024-02-28 01:35:56,1997-08-16,Calle 5 #16-32,3384966083,correo@.,Sí,885124,60 días
PAS,199626559,5724169694,Cliente619 Torres,Pago,3327946,Inversión,Medellín,2024-02-28 05:44:45,1971-08-06,Calle 122 #7-42,3606835569,usuario@dominio,Sí,778754,60 días
PAS,799377807,5983482826,Cliente620 Torres,Depósito,3793026,Inversión,Barranquilla,1709133117,1993-06-28,Avenida 7 #65-22,3373426237,@dominio.com,Sí,144183,60 días
CE,376414926,1035862807,Cliente621 Méndez,Compra,632723,Cuenta corriente,Medellín,1709162569,2002-01-08,Diagonal 78 #9-13,3590561480,correo@,Sí,965371,60 días
CC,350010911,8433822108,Cliente622 Ramírez,Compra,3277836,Tarjeta de crédito,Cartagena,2024-02-28 01:29:56,1986-02-02,Carrera 8 #93-25,3833902815,sincorreo,No,,
TI,353328291,6613695297,Cliente623 Méndez,Retiro,3171542,Tarjeta de crédito,Medellín,1709080593,1952-11-08,Diagonal 97 #56-24,3464807855,cliente623.684@mail.com,Sí,534392,120 días
CE,755617676,8163285933,Cliente624 Pérez,Depósito,2832064,Cuenta de ahorros,Medellín,1709104565,1969-04-25,Diagonal 20 #12-11,3479330359,cliente624.106@outlook.com,Sí,28652,30 días
CC,126842839,3433909728,Cliente625 Ramírez,Retiro,1992066,Cuenta de ahorros,Pereira,1709124884,1996-10-04,Diagonal 138 #56-29,3892322451,cliente625.620@mail.com,No,,
PAS,370442349,4319035131,Cliente626 Pérez,Pago,1795429,Tarjeta de crédito,Bucaramanga,2024-02-28 03:50:14,1997-11-14,Diagonal 5 #58-36,3629910562,cliente626.378@yahoo.com,Sí,263899,90 días
CC,302054027,8506134877,Cliente627 Torres,Transferencia,2166233,Cuenta de ahorros,Pereira,1709135370,1958-08-17,Avenida 124 #54-2,3595524956,usuario@dominio,No,,
TI,768576385,7470096616,Cliente628 Méndez,Depósito,1861835,Cuenta corriente,Barranquilla,2024-02-28 04:56:09,1991-10-25,Calle 16 #34-14,3378241020,cliente628.484@yahoo.com,Sí,774498,120 días
CC,373929964,3261155939,Cliente629 Ramírez,Depósito,4124109,Préstamo personal,Pereira,2024-02-28 04:43:17,1990-03-25,Diagonal 86 #11-45,3583256177,correo@.,Sí,847337,60 días
TI,770697604,2599548052,Cliente630 Ramírez,Compra,864360,Cuenta de ahorros,Medellín,1709129146,1995-05-26,Carrera 78 #54-48,3528455571,correo@.,Sí,159450,30 días
TI,191242959,3665655336,Cliente631 Ramírez,Depósito,3744455,Tarjeta de crédito,Bogotá,1709132286,1976-08-28,Avenida 43 #70-10,3908162375,correo@,No,,
CC,809887042,3385726276,Cliente632 Ramírez,Transferencia,1294593,Préstamo personal,Barranquilla,1709086780,1990-06-27,Avenida 102 #100-17,3711564929,@dominio.com,Sí,138670,120 días
PAS,230733491,2931326456,Cliente633 Gómez,Pago,1913775,Préstamo personal,Medellín,2024-02-28 01:13:57,1800-01-01,Avenida 127 #90-11,3842952636,correo@.,Sí,432388,30 días
CE,528093692,7742055326,Cliente634 Méndez,Depósito,1517612,Cuenta de ahorros,Pereira,1709135052,1994-09-24,Avenida 73 #82-11,3967288496,correo@.,No,,
PAS,270485153,7612900309,Cliente635 Méndez,Depósito,74798,Préstamo personal,Bucaramanga,2024-02-28 01:09:49,1800-01-01,Diagonal 55 #38-32,3788799824,sincorreo,No,,
CE,921343937,6901689816,Cliente636 Pérez,Depósito,4516714,Cuenta de ahorros,Pereira,2024-02-28 07:55:35,1981-04-26,Avenida 93 #78-9,3285082169,cliente636.123@yahoo.com,No,,
CC,672015892,2961511635,Cliente637 Torres,Transferencia,4306349,Préstamo personal,Pereira,1709155019,1800-01-01,Diagonal 127 #33-16,3314548015,cliente637.806@yahoo.com,No,,
TI,727969949,2107006631,Cliente638 Torres,Retiro,3966711,Préstamo personal,Pereira,1709101768,1972-01-18,Diagonal 89 #64-22,3777986588,cliente638.678@mail.com,No,,
CC,780745246,6044218448,Cliente639 Pérez,Compra,253697,Tarjeta de crédito,Cali,2024-02-28 18:18:45,1988-06-07,Carrera 137 #60-28,3437635402,correo@,Sí,544256,90 días
TI,609277020,5756815100,Cliente640 Torres,Pago,1302675,Tarjeta de crédito,Bucaramanga,1709121905,1976-01-09,Calle 134 #80-21,3718030515,correo@.,No,,
CC,243394000,7486211038,Cliente641 Méndez,Retiro,4148380,Inversión,Medellín,1709126988,1992-12-19,Diagonal 31 #12-45,3230298777,@dominio.com,No,,
CC,823326899,6021458465,Cliente642 Pérez,Retiro,2321100,Préstamo personal,Cali,2024-02-28 14:22:33,1997-11-25,Avenida 46 #48-1,3694947567,@dominio.com,No,,
PAS,469772082,1264984308,Cliente643 Pérez,Pago,16505,Préstamo personal,Barranquilla,2024-02-28 10:39:27,1800-01-01,Diagonal 134 #63-24,3788644799,cliente643.199@outlook.com,Sí,224641,60 días
TI,130561967,7656787635,Cliente644 Méndez,Depósito,4347795,Tarjeta de crédito,Medellín,2024-02-28 01:42:09,1953-01-21,Carrera 150 #36-31,3112640261,correo@,No,,
PAS,939377223,8045216913,Cliente645 Ramírez,Retiro,3789259,Préstamo personal,Bucaramanga,2024-02-28 12:45:06,1951-03-22,Avenida 68 #53-28,3183456816,cliente645.208@outlook.com,Sí,507034,60 días
TI,967805580,4882075732,Cliente646 Pérez,Pago,1668686,Tarjeta de crédito,Pereira,2024-02-28 03:03:33,2001-06-06,Calle 58 #46-36,3462211435,@dominio.com,No,,
PAS,513669371,1858496988,Cliente647 Torres,Pago,3086806,Préstamo personal,Cali,1709164286,1988-05-04,Diagonal 30 #92-43,3593626541,usuario@dominio,Sí,293247,60 días
TI,620603082,7097657868,Cliente648 Pérez,Transferencia,887046,Cuenta de ahorros,Medellín,2024-02-28 21:35:52,1800-01-01,Carrera 11 #79-19,3522139079,correo@,No,,
PAS,678673815,9688298552,Cliente649 Torres,Depósito,1157874,Inversión,Medellín,2024-02-28 21:27:29,1800-01-01,Carrera 35 #59-11,3769695800,cliente649.280@mail.com,Sí,659287,120 días
PAS,842386352,7094593077,Cliente650 Ramírez,Depósito,4457905,Tarjeta de crédito,Bogotá,2024-02-28 21:57:35,1958-01-26,Diagonal 84 #34-12,3788324964,cliente650.688@mail.com,No,,
PAS,516716969,1884750998,Cliente651 Ramírez,Depósito,3394776,Tarjeta de crédito,Medellín,1709122278,1982-04-05,Calle 28 #36-1,3424918156,cliente651.984@gmail.com,Sí,690465,120 días
TI,104678074,8985011977,Cliente652 Ramírez,Pago,1247523,Cuenta corriente,Medellín,2024-02-28 17:37:39,1973-09-22,Diagonal 22 #72-3,3503741181,cliente652.50@outlook.com,Sí,567120,90 días
CC,359198633,9688782335,Cliente653 Pérez,Retiro,642152,Cuenta de ahorros,Medellín,2024-02-28 15:55:03,1987-06-07,Diagonal 60 #85-20,3875552752,sincorreo,Sí,276583,60 días
CC,154126626,3382623723,Cliente654 Méndez,Depósito,1536430,Préstamo personal,Medellín,1709142678,1950-06-22,Calle 121 #12-26,3161558550,@dominio.com,No,,
CE,269078624,4014469945,Cliente655 Ramírez,Depósito,1169646,Inversión,Medellín,1709121125,1974-09-03,Carrera 46 #47-38,3190417345,cliente655.584@gmail.com,No,,
CC,146665621,5346808938,Cliente656 Méndez,Compra,2195121,Inversión,Medellín,2024-02-28 03:21:51,2002-10-04,Diagonal 145 #52-43,3408109642,correo@,No,,
TI,598093226,6268748853,Cliente657 Ramírez,Pago,2877755,Inversión,Bucaramanga,1709130555,1993-08-19,Diagonal 127 #39-10,3373372659,cliente657.392@mail.com,No,,
CC,601693868,1590493546,Cliente658 Méndez,Retiro,4473876,Tarjeta de crédito,Bucaramanga,1709142086,1800-01-01,Diagonal 64 #31-17,3699050744,@dominio.com,Sí,131429,60 días
TI,421079990,1532103932,Cliente659 Pérez,Retiro,583573,Tarjeta de crédito,Bogotá,2024-02-28 10:26:28,1998-06-25,Avenida 140 #6-6,3320691814,usuario@dominio,No,,
CE,533231553,6438981782,Cliente660 Torres,Transferencia,4298857,Tarjeta de crédito,Pereira,2024-02-28 15:38:27,2004-03-28,Diagonal 79 #68-42,3875452158,cliente660.200@mail.com,No,,
PAS,814042064,2218095745,Cliente661 Pérez,Depósito,1599712,Cuenta de ahorros,Bucaramanga,2024-02-28 12:01:59,1982-10-23,Avenida 25 #71-12,3111660368,usuario@dominio,No,,
PAS,927316954,6081176869,Cliente662 Pérez,Compra,1344346,Préstamo personal,Cali,2024-02-28 12:12:29,1968-10-10,Diagonal 40 #73-5,3516380835,correo@,Sí,336785,30 días
CE,378547457,7571138338,Cliente663 Ramírez,Retiro,3815766,Cuenta corriente,Barranquilla,1709081449,1953-09-23,Calle 140 #96-29,3251859256,correo@.,No,,
PAS,633556685,6521566478,Cliente664 Ramírez,Transferencia,528840,Préstamo personal,Cali,2024-02-28 18:20:22,1800-01-01,Calle 138 #81-4,3290671137,sincorreo,Sí,665880,30 días
TI,939305978,1903357922,Cliente665 Torres,Depósito,1282734,Cuenta corriente,Medellín,1709129914,1963-04-08,Carrera 42 #30-46,3597968981,cliente665.902@gmail.com,Sí,97490,60 días
TI,269324196,4627914827,Cliente666 Pérez,Compra,3476013,Inversión,Cali,1709122294,1968-01-21,Carrera 145 #30-6,3321389350,cliente666.397@gmail.com,No,,
CE,917458429,6202439783,Cliente667 Gómez,Pago,4106431,Cuenta corriente,Cartagena,1709158402,1961-01-02,Calle 84 #81-38,3280190943,cliente667.383@yahoo.com,No,,
PAS,548661921,8708906488,Cliente668 Pérez,Depósito,4792909,Cuenta de ahorros,Cartagena,2024-02-28 15:43:12,1969-04-19,Diagonal 104 #94-48,3951795609,cliente668.322@yahoo.com,No,,
CE,345428134,6740425075,Cliente669 Torres,Pago,1415640,Cuenta de ahorros,Bogotá,1709152499,2005-07-26,Avenida 64 #29-10,3555838263,sincorreo,Sí,918361,60 días
PAS,761868297,3872860970,Cliente670 Gómez,Depósito,4563614,Tarjeta de crédito,Bogotá,1709111986,1968-05-06,Calle 7 #26-8,3835275406,cliente670.50@mail.com,Sí,357442,120 días
CC,560753159,7950227357,Cliente671 Pérez,Pago,216319,Préstamo personal,Barranquilla,1709153628,1994-12-10,Carrera 33 #35-50,3730714934,cliente671.301@gmail.com,No,,
TI,692628099,8207614207,Cliente672 Torres,Compra,3343503,Cuenta corriente,Bogotá,2024-02-28 18:43:48,1969-08-12,Avenida 80 #76-48,3804389880,sincorreo,Sí,91165,120 días
CC,207838935,4541139968,Cliente673 Méndez,Pago,91888,Cuenta corriente,Medellín,2024-02-28 06:43:23,2005-03-10,Avenida 87 #90-26,3293548853,usuario@dominio,Sí,83724,30 días
TI,269863731,4586067586,Cliente674 Pérez,Compra,4619772,Cuenta corriente,Medellín,2024-02-28 13:59:35,1978-07-03,Avenida 135 #20-2,3618537430,cliente674.322@outlook.com,No,,
CC,631615823,8892387848,Cliente675 Méndez,Transferencia,4898674,Cuenta corriente,Cartagena,2024-02-28 01:58:50,1800-01-01,Carrera 114 #57-38,3102204338,correo@,No,,
CC,239588671,9551992707,Cliente676 Pérez,Depósito,1552032,Tarjeta de crédito,Cali,2024-02-28 06:26:50,1974-04-09,Diagonal 130 #88-46,3852576515,correo@,No,,
CC,814190826,6907562875,Cliente677 Torres,Depósito,1039143,Préstamo personal,Cali,2024-02-28 07:44:24,1998-08-11,Avenida 76 #6-41,3371406388,correo@.,Sí,548187,90 días
TI,298795336,7219965662,Cliente678 Gómez,Pago,2591156,Préstamo personal,Bucaramanga,2024-02-28 11:34:33,1986-02-21,Calle 74 #30-39,3724636018,cliente678.436@mail.com,Sí,27273,120 días
PAS,878478149,5061861793,Cliente679 Gómez,Compra,53863,Cuenta corriente,Bogotá,2024-02-28 02:41:24,2002-09-05,Diagonal 62 #9-5,3194139619,cliente679.752@yahoo.com,Sí,46011,60 días
CC,105848768,4729639784,Cliente680 Ramírez,Transferencia,3127611,Inversión,Cali,1709083281,1965-11-20,Avenida 53 #64-36,3838557442,@dominio.com,Sí,913332,120 días
CC,235694964,2128810412,Cliente681 Pérez,Pago,251180,Préstamo personal,Barranquilla,1709142709,1800-01-01,Diagonal 98 #24-29,3299715740,cliente681.41@gmail.com,No,,
CE,310499400,2962687219,Cliente682 Méndez,Transferencia,2957320,Préstamo personal,Medellín,1709098595,1800-01-01,Carrera 122 #25-16,3619448127,cliente682.875@mail.com,Sí,204632,90 días
CC,869978478,3794201837,Cliente683 Méndez,Pago,3245195,Cuenta de ahorros,Pereira,2024-02-28 06:40:19,1970-03-01,Avenida 101 #84-21,3554778274,@dominio.com,Sí,135060,60 días
TI,534131465,1724699356,Cliente684 Méndez,Compra,4578843,Inversión,Pereira,2024-02-28 08:12:53,1989-07-07,Avenida 103 #88-8,3807355925,cliente684.742@gmail.com,Sí,924730,30 días
CE,552499687,1746782145,Cliente685 Torres,Transferencia,314876,Inversión,Cali,2024-02-28 02:44:33,1955-06-14,Avenida 11 #79-10,3493578114,sincorreo,Sí,528357,30 días
CE,966840006,4953215746,Cliente686 Pérez,Pago,2035651,Inversión,Bucaramanga,1709152789,2005-02-15,Carrera 40 #52-43,3428682969,correo@.,No,,
PAS,432823399,6664818071,Cliente687 Ramírez,Retiro,3964565,Cuenta de ahorros,Pereira,2024-02-28 12:13:29,1950-11-21,Carrera 91 #53-19,3192334352,@dominio.com,No,,
CC,165037974,4231488145,Cliente688 Pérez,Depósito,3964662,Inversión,Pereira,2024-02-28 22:17:07,1953-07-18,Diagonal 61 #15-15,3181073618,cliente688.264@gmail.com,No,,
PAS,997147470,2424759024,Cliente689 Méndez,Pago,4709130,Préstamo personal,Cartagena,2024-02-28 08:58:20,1989-01-09,Carrera 54 #78-28,3552589953,cliente689.755@yahoo.com,No,,
PAS,742430982,6997129601,Cliente690 Ramírez,Depósito,3170899,Cuenta de ahorros,Pereira,2024-02-28 14:49:19,1961-12-04,Avenida 51 #25-47,3820955953,cliente690.692@yahoo.com,No,,
CC,129963135,8371336703,Cliente691 Ramírez,Transferencia,3676460,Préstamo personal,Medellín,1709104217,1964-03-28,Calle 82 #26-32,3478495589,@dominio.com,No,,
CE,626462244,4173972047,Cliente692 Ramírez,Depósito,1785384,Cuenta de ahorros,Cali,2024-02-28 22:27:13,1957-02-06,Diagonal 125 #48-23,3557299175,usuario@dominio,No,,
CC,350083282,8270140650,Cliente693 Ramírez,Pago,1130864,Inversión,Pereira,2024-02-28 16:27:50,1984-01-17,Diagonal 31 #42-39,3404731711,cliente693.865@mail.com,Sí,185925,30 días
CE,563021038,4644898974,Cliente694 Ramírez,Retiro,3283584,Préstamo personal,Medellín,2024-02-28 11:31:40,2004-02-24,Avenida 53 #91-20,3273722807,cliente694.989@mail.com,No,,
PAS,513425801,7794901606,Cliente695 Torres,Retiro,492202,Préstamo personal,Pereira,2024-02-28 04:34:46,1992-02-24,Calle 138 #43-7,3107757897,sincorreo,No,,
PAS,902884179,5465930634,Cliente696 Méndez,Transferencia,355780,Cuenta corriente,Cartagena,1709097890,1954-06-08,Carrera 144 #60-5,3842115854,cliente696.211@mail.com,Sí,144226,60 días
PAS,319127893,3431207351,Cliente697 Méndez,Compra,455511,Tarjeta de crédito,Bogotá,1709115268,1973-10-19,Avenida 147 #53-40,3917666774,cliente697.294@mail.com,No,,
CE,574467859,5905281432,Cliente698 Torres,Compra,1738291,Cuenta corriente,Bucaramanga,2024-02-28 22:13:10,1994-01-10,Diagonal 42 #85-9,3496279280,cliente698.110@mail.com,Sí,543271,90 días
CC,769986047,5507665949,Cliente699 Torres,Pago,3674099,Inversión,Barranquilla,1709139139,1986-08-09,Avenida 33 #18-17,3897081497,cliente699.684@mail.com,No,,
CE,459863795,3480076704,Cliente700 Torres,Pago,3971370,Cuenta de ahorros,Cali,1709135836,1990-06-28,Avenida 18 #42-7,3429251648,cliente700.597@gmail.com,Sí,796533,30 días
PAS,448035335,1549225027,Cliente701 Pérez,Compra,2315734,Inversión,Bogotá,1709087155,1976-09-15,Carrera 74 #36-29,3968437347,cliente701.961@mail.com,Sí,924355,60 días
CC,423327079,3072666274,Cliente702 Méndez,Compra,2426073,Inversión,Bogotá,1709085981,1962-07-26,Carrera 118 #99-30,3270486512,@dominio.com,No,,
CC,629539129,6122921176,Cliente703 Gómez,Pago,4784934,Tarjeta de crédito,Cali,2024-02-28 03:34:03,1975-03-12,Calle 52 #8-5,3240768090,cliente703.109@yahoo.com,Sí,985692,30 días
CC,427481448,4444489728,Cliente704 Pérez,Compra,754414,Cuenta corriente,Cali,2024-02-28 04:47:16,1973-06-04,Diagonal 4 #25-13,3610372032,cliente704.994@yahoo.com,Sí,980004,60 días
TI,692332309,9105193437,Cliente705 Gómez,Retiro,3764560,Tarjeta de crédito,Bucaramanga,1709150473,1985-10-16,Calle 112 #33-13,3976180178,usuario@dominio,No,,
PAS,340097298,6529620907,Cliente706 Gómez,Pago,987504,Tarjeta de crédito,Pereira,1709132556,1979-07-14,Diagonal 14 #82-36,3495853799,correo@.,Sí,658583,30 días
PAS,380926698,3920598645,Cliente707 Gómez,Retiro,2489094,Cuenta corriente,Barranquilla,1709106111,1971-05-13,Diagonal 1 #16-28,3610302474,@dominio.com,No,,
TI,183427312,3965490885,Cliente708 Méndez,Transferencia,3871614,Préstamo personal,Barranquilla,1709158116,1993-05-14,Carrera 118 #31-37,3411155051,cliente708.725@gmail.com,No,,
CE,711357379,2466082221,Cliente709 Méndez,Transferencia,1696399,Cuenta de ahorros,Medellín,2024-02-28 08:16:18,1973-04-26,Calle 80 #71-50,3924777246,cliente709.904@yahoo.com,No,,
CC,392939259,7708300906,Cliente710 Méndez,Transferencia,2418887,Cuenta de ahorros,Bogotá,2024-02-28 00:01:12,1800-01-01,Calle 65 #7-13,3951573879,cliente710.658@outlook.com,No,,
CC,515515385,3249317031,Cliente711 Ramírez,Retiro,2094580,Tarjeta de crédito,Medellín,2024-02-28 03:36:23,1971-06-15,Calle 134 #7-19,3677727020,usuario@dominio,No,,
TI,778139898,5232057154,Cliente712 Méndez,Retiro,3052710,Cuenta de ahorros,Medellín,2024-02-28 14:04:25,1959-01-27,Carrera 35 #51-29,3461017137,@dominio.com,No,,
CC,656976038,8528341641,Cliente713 Pérez,Depósito,2429426,Cuenta corriente,Bucaramanga,2024-02-28 17:44:43,1988-06-02,Carrera 14 #95-10,3964087687,sincorreo,Sí,994947,90 días
CE,173761672,5933658619,Cliente714 Méndez,Transferencia,3733252,Tarjeta de crédito,Cartagena,2024-02-28 01:17:37,1800-01-01,Carrera 86 #53-29,3443129708,correo@.,Sí,946874,30 días
