tipo_identificacion,numero_identificacion,nombres,fecha_nacimiento,direccion_cliente,telefono_cliente,correo_cliente,ciudad,id_cliente
TI,137601229,Cliente952 Méndez,1991-04-17 00:00:00,"Diagonal 29 #25-17",3808543666,cliente952.949@outlook.com,Cartagena,860
CE,598361574,Cliente954 Méndez,1956-11-13 00:00:00,"Avenida 108 #64-47",3506988610,"",Barranquilla,861
TI,952655559,Cliente955 Pérez,1975-02-28 00:00:00,"Carrera 14 #8-46",3442106089,"",Cali,862
PAS,278129125,Cliente956 Ramírez,2003-05-19 00:00:00,"Calle 136 #77-37",3237025604,"",Bucaramanga,863
PAS,689456357,Cliente957 Torres,1969-09-09 00:00:00,"Diagonal 150 #56-23",3923293474,cliente957.289@gmail.com,Cali,864
PAS,329239097,Cliente958 Pérez,1977-10-20 00:00:00,"Calle 17 #87-36",3957254189,cliente958.932@yahoo.com,Barranquilla,865
CC,924020652,Cliente959 Ramírez,2001-12-22 00:00:00,"Calle 42 #4-47",3475555718,cliente959.228@yahoo.com,Bogotá,866
PAS,347579692,Cliente960 Méndez,2004-07-10 00:00:00,"Carrera 29 #38-26",3308222659,cliente960.146@gmail.com,Cali,867
CC,273174283,Cliente961 Ramírez,1976-10-16 00:00:00,"Carrera 72 #85-47",3567906707,"",Pereira,868
CE,159263347,Cliente962 Pérez,1959-10-04 00:00:00,"Carrera 64 #17-39",3130077094,cliente962.350@outlook.com,Cali,869
TI,786253071,Cliente963 Pérez,1999-05-01 00:00:00,"Avenida 20 #52-7",3936501823,"",Bucaramanga,870
TI,155369410,Cliente964 Ramírez,1966-06-18 00:00:00,"Carrera 113 #14-47",3658778029,"",Cali,871
TI,566335306,Cliente965 Ramírez,1982-01-11 00:00:00,"Calle 7 #29-13",3269293203,cliente965.842@outlook.com,Barranquilla,872
CC,155374815,Cliente966 Ramírez,1990-11-10 00:00:00,"Carrera 23 #76-4",3834134764,"",Barranquilla,873
PAS,693235346,Cliente967 Ramírez,1981-12-05 00:00:00,"Diagonal 33 #32-24",3164416326,"",Cali,874
CC,170617841,Cliente968 Gómez,1961-05-13 00:00:00,"Diagonal 125 #51-40",3155834421,"",Bucaramanga,875
PAS,303069508,Cliente970 Ramírez,1966-02-14 00:00:00,"Carrera 40 #32-30",3605129796,cliente970.284@mail.com,Cali,876
PAS,884386351,Cliente971 Ramírez,1950-03-08 00:00:00,"Diagonal 73 #11-14",3727463673,"",Pereira,877
CC,370482292,Cliente972 Gómez,1970-09-03 00:00:00,"Diagonal 3 #69-30",3975519982,cliente972.584@mail.com,Cali,878
TI,171698386,Cliente973 Gómez,1996-02-13 00:00:00,"Diagonal 61 #34-23",3797508876,cliente973.626@gmail.com,Pereira,879
TI,332840101,Cliente974 Pérez,1987-07-14 00:00:00,"Calle 42 #100-21",3691613142,"",Bucaramanga,880
CE,352448730,Cliente975 Ramírez,1980-11-18 00:00:00,"Diagonal 100 #13-2",3665270954,"",Medellín,881
CE,109425198,Cliente976 Torres,2005-09-28 00:00:00,"Carrera 47 #69-32",3805912539,"",Cartagena,882
TI,354928166,Cliente977 Ramírez,1996-11-14 00:00:00,"Diagonal 95 #11-30",3471131126,"",Pereira,883
PAS,788433739,Cliente978 Gómez,1999-02-25 00:00:00,"Avenida 53 #100-9",3532028676,cliente978.914@yahoo.com,Bucaramanga,884
PAS,799293483,Cliente979 Méndez,1992-06-16 00:00:00,"Carrera 128 #63-17",3225533743,cliente979.489@mail.com,Pereira,885
CE,482510569,Cliente980 Pérez,2002-10-13 00:00:00,"Avenida 87 #69-16",3117417427,"",Pereira,886
CE,161245861,Cliente981 Méndez,1981-03-18 00:00:00,"Diagonal 94 #10-40",3759216456,cliente981.634@mail.com,Cartagena,887
CE,326631095,Cliente982 Torres,1974-06-08 00:00:00,"Diagonal 1 #42-35",3502008990,"",Cali,888
PAS,729077102,Cliente983 Ramírez,1976-12-11 00:00:00,"Avenida 23 #33-38",3387178867,cliente983.90@yahoo.com,Bogotá,889
TI,824289060,Cliente984 Torres,2005-12-28 00:00:00,"Carrera 63 #53-5",3772699425,"",Bogotá,890
TI,757061142,Cliente985 Gómez,1963-03-08 00:00:00,"Avenida 146 #91-48",3837842909,cliente985.916@yahoo.com,Pereira,891
CE,968256051,Cliente986 Torres,1993-06-04 00:00:00,"Calle 101 #9-44",3167363536,"",Cali,892
TI,871052887,Cliente987 Gómez,1969-06-22 00:00:00,"Diagonal 125 #75-50",3234819268,"",Barranquilla,893
TI,590429806,Cliente988 Pérez,1963-03-22 00:00:00,"Calle 26 #87-35",3511557133,"",Cali,894
CE,417849939,Cliente990 Méndez,1950-02-06 00:00:00,"Avenida 54 #79-28",3185861679,cliente990.965@gmail.com,Cartagena,895
PAS,867567632,Cliente992 Gómez,1988-10-14 00:00:00,"Diagonal 69 #9-5",3968100755,cliente992.586@yahoo.com,Barranquilla,896
CC,133259191,Cliente993 Pérez,1960-12-08 00:00:00,"Avenida 26 #44-28",3851763747,cliente993.586@mail.com,Medellín,897
PAS,787594815,Cliente994 Ramírez,1964-11-28 00:00:00,"Carrera 74 #62-17",3260061728,cliente994.905@gmail.com,Bucaramanga,898
CC,587253495,Cliente995 Gómez,1994-08-11 00:00:00,"Diagonal 67 #2-1",3580536981,cliente995.17@mail.com,Cali,899
PAS,533920206,Cliente996 Pérez,1976-12-20 00:00:00,"Diagonal 29 #2-39",3385320284,cliente996.261@gmail.com,Medellín,900
PAS,807553955,Cliente997 Gómez,1987-11-13 00:00:00,"Carrera 78 #13-29",3799426246,"",Bucaramanga,901
